1,0,1.0249
2,33,1.0032
3,66,1.0285
4,100,0.98591
5,133,0.98154
6,166,0.97366
7,200,0.98252
8,233,0.99677
9,266,1.0144
10,300,1.0144
11,333,1.0017
12,367,1.0095
13,400,1.0067
14,433,1.0133
15,467,1.0215
16,500,1.031
17,533,1.0379
18,567,1.0466
19,600,1.0536
20,634,1.0368
21,667,1.0473
22,700,1.0473
23,734,1.0214
24,767,0.99213
25,800,0.84707
26,834,0.96589
27,867,0.96589
28,900,1.182
29,934,1.1773
30,967,1.2184
31,1001,1.1982
32,1034,1.0156
33,1067,0.9557
34,1101,0.93256
35,1134,0.88467
36,1167,0.88467
37,1201,0.91043
38,1234,0.90612
39,1268,0.97786
40,1301,0.98449
41,1334,1.0051
42,1368,1.0051
43,1401,0.95023
44,1434,0.91421
45,1468,1.3607
46,1501,1.1162
47,1535,0.98895
48,1568,0.98895
49,1601,0.83431
50,1635,1.0226
51,1668,0.98303
52,1701,0.96241
53,1735,1.0413
54,1768,1.0773
55,1801,1.0591
56,1835,1.0233
57,1868,1.0107
58,1902,1.0107
59,1935,1.008
60,1968,1.011
61,2002,0.99716
62,2035,1.0253
63,2068,0.96488
64,2102,0.87651
65,2135,0.85629
66,2169,1.2227
67,2202,1.3061
68,2235,1.0693
69,2269,0.89101
70,2302,1.0257
71,2335,1.0257
72,2369,0.97127
73,2402,1.1228
74,2435,1.0151
75,2469,0.95416
76,2502,0.92635
77,2536,0.92635
78,2569,0.99912
79,2602,1.0063
80,2636,1.0142
81,2669,1.0247
82,2702,0.93075
83,2736,0.86171
84,2769,0.87989
85,2803,0.89766
86,2836,0.89766
87,2869,1.035
88,2903,1.0501
89,2936,0.88808
90,2969,0.85173
91,3003,0.85173
92,3036,0.89651
93,3069,0.65146
94,3103,0.98677
95,3136,1.1765
96,3170,0.99989
97,3203,0.99989
98,3236,1.1207
99,3270,1.3744
100,3303,1.4409
101,3336,1.5101
102,3370,1.3077
103,3403,1.5115
104,3437,1.3318
105,3470,1.3172
106,3503,1.1617
107,3537,0.76507
108,3570,0.37424
109,3603,0.37424
110,3637,1.4465
111,3670,1.217
112,3703,1.5973
113,3737,6.7546
114,3770,0.91313
115,3804,1.6333
116,3837,0.85576
117,3870,0.83621
118,3904,1.7167
119,3937,1.8241
120,3970,0.98145
121,4004,0.98145
122,4037,0.67019
123,4071,0.91546
124,4104,0.61002
125,4137,1.5207
126,4171,1.4249
127,4204,1.4843
128,4237,1.5436
129,4271,1.0502
130,4304,1.4177
131,4338,1.3691
132,4371,1.2336
133,4404,1.0478
134,4438,1.0478
135,4471,1.0222
136,4504,1.0222
137,4538,1.2258
138,4571,1.1236
139,4604,1.1094
140,4638,1.0824
141,4671,1.1232
142,4705,1.0533
143,4738,1.0108
144,4771,1.1054
145,4805,1.1329
146,4838,1.1204
147,4871,1.1204
148,4905,1.09
149,4938,1.0677
150,4972,1.0459
151,5005,1.0607
152,5038,1.0471
153,5072,1.0463
154,5105,1.075
155,5138,1.0522
156,5172,1.0563
157,5205,1.0614
158,5238,1.0694
159,5272,1.0944
160,5305,1.0591
